,0,1,2
2015,2495,821,1944
2018,1554,5033,2852
2023,4936,1835,3735
2035,947,1126,5075
2046,1214,1903,6245
2048,4878,4783,4578
2050,421,4374,1537
2054,6349,6353,816
2063,5087,1489,2162
2066,3551,5267,2262
2070,4180,3420,1451
2072,5354,2480,6299
2078,3235,4230,5589
2079,2425,4866,2509
2090,4859,501,3277
2091,5080,4832,4883
2092,4955,524,5071
2097,5882,2258,1868
2101,401,4473,2324
2118,775,4781,3111
2120,656,4382,868
2122,4494,6190,4302
2131,2165,4376,6
2132,5017,5218,1931
2136,4991,3606,2105
2137,3629,2272,604
2145,4457,211,5207
2147,423,3705,4901
2148,3778,3092,6104
2161,4115,3881,4820
2171,219,391,2337
2172,2234,2693,4889
2173,1943,1218,1170
2174,1561,92,5040
2182,48,5370,617
2183,2697,2544,2087
2200,1854,2287,3362
2201,3764,2706,3156
2204,4991,4319,3588
2207,2247,5936,3275
2219,3716,1884,3764
2226,4734,2725,239
2239,6088,4882,258
2244,2093,1171,3785
2246,3726,2993,5995
2261,3862,511,5456
2268,5413,3855,2556
2270,3853,876,2789
2274,5144,1823,4450
2276,6183,4721,5313
2280,1047,1108,4473
2283,463,4807,6264
2292,5486,1407,5235
2295,4091,5984,3572
2298,4251,2762,3411
2299,6112,4619,3620
2300,521,2725,3150
2301,4820,3351,5380
2302,1080,3385,2631
2306,4144,3755,4566
2309,275,6299,2154
2314,6257,1258,2400
2329,5085,5349,1554
2330,4832,6278,5561
2343,5378,2600,542
2345,190,5116,3550
2349,4881,1476,4233
2356,4881,4753,330
2357,3156,6274,353
2366,4503,3728,5008
2372,3475,1220,3026
2374,1556,855,5513
2390,6178,2332,288
2399,118,2146,1904
2404,1856,3251,191
2408,4906,4989,129
2414,3659,496,718
2422,2153,5499,793
2431,3240,4774,2925
2445,793,5353,518
2446,1698,2209,4517
2450,2231,980,3584
2451,5456,1928,532
2454,3795,3593,205
2456,5371,3158,223
2457,1079,4007,115
2460,4778,2601,4940
2462,758,1160,792
2465,240,6183,453
2479,2471,5541,5329
2483,9,769,4796
2487,6186,4649,4778
2500,4839,1152,863
2501,5214,4778,433
2502,6203,1014,4525
2508,4377,5965,2942
2514,4476,4832,196
2516,3062,4405,5449
2518,5722,1395,4334
2519,2986,4673,3307
2521,2761,5560,5486
2522,4184,6203,4882
2537,1751,3347,784
2538,6211,5693,2403
2565,816,1513,851
2567,2039,1939,148
2592,5335,2956,5324
2602,3636,6287,5034
2603,3855,2604,5406
2605,3250,354,1191
2615,1276,435,890
2617,4308,4655,640
2623,1263,2984,4919
2625,3581,350,4719
2630,4832,1121,6180
2634,738,4913,4701
2635,1137,3221,4552
2644,246,3187,6187
2646,1678,5858,5443
2651,5304,5628,1885
2656,4841,3775,5967
2659,4371,389,4672
2661,4646,4486,5058
2662,4832,3380,1887
2664,2832,2325,264
2668,5053,2657,1159
2678,4652,1778,2331
2680,3789,1854,2393
2682,1074,4986,5959
2685,3006,3989,1187
2713,83,2994,4017
2715,1712,2281,12
2716,1074,5278,2233
2718,2358,5271,42
2732,18,4491,1531
2738,1140,1168,5473
2742,3402,2260,3647
2750,2257,3584,1539
2753,4705,5079,6226
2760,851,5545,3694
2766,6362,4381,4521
2773,158,6017,94
2775,4372,2193,4989
2786,3790,3693,816
2788,2064,916,1827
2790,453,2554,3283
2792,351,4397,3841
2793,3278,2994,2984
2796,1158,4769,4783
2806,5447,3174,6183
2807,1954,3825,1223
2809,4448,1715,1193
2812,5389,5601,3092
2817,2612,5093,2388
2827,5380,3863,336
2835,1050,2778,2686
2837,770,4843,5325
2838,2056,1132,3451
2844,2800,5945,1030
2846,3448,787,5833
2851,5296,4803,1044
2862,4719,1330,5785
2870,2021,3310,3973
2871,4885,5690,3950
2872,6160,1539,5449
2879,5340,1089,3499
2886,3456,953,1563
2888,6091,4820,868
2890,4970,4799,6266
2892,4832,3150,4881
2897,3280,6234,4489
2900,3777,2430,1140
2905,1270,4938,4792
2907,4781,4739,5173
2912,1531,2677,1013
2918,262,6238,2512
2934,3008,4553,45
2937,1602,5157,3738
2946,6179,1080,1871
2953,260,876,4783
2954,787,4473,256
2958,413,220,2529
2961,3036,1230,5923
2965,1206,2783,4919
2966,4799,4859,4832
2969,4839,407,958
2972,78,601,2956
2973,901,122,2935
2982,3406,3521,2373
2985,4089,6203,4938
2992,3915,4822,5302
2997,1149,4951,4800
3009,2141,4861,1662
3028,1853,636,5582
3034,2557,6204,1101
3041,4901,770,6176
3045,3208,4796,951
3046,6326,2351,755
3057,6212,3732,815
3075,1627,4993,3373
3086,1920,885,622
3088,4136,790,4872
3091,3799,1939,3847
3098,1618,1911,1785
3103,4500,5117,5443
3106,6262,5499,4139
3108,6212,2533,1489
3112,2643,6204,6167
3114,2944,5623,5682
3119,651,4536,3223
3123,2393,4957,3387
3124,5491,2919,448
3128,876,3427,6355
3131,1931,4573,3078
3141,3063,43,927
3147,6026,6132,1845
3152,2232,3633,4297
3168,3343,88,733
3172,792,4743,5483
3176,1451,107,3453
3181,3989,1230,5410
3184,292,5231,5335
3189,3351,5090,5832
3195,5988,5163,837
3200,5936,1507,340
3207,2199,2914,2691
3214,6051,4599,2260
3216,2517,3517,1609
3218,3240,4225,5002
3227,6374,15,5657
3234,3413,1960,2776
3238,3270,6104,46
3245,6349,3014,1624
3249,5744,4539,2130
3254,6331,4799,6268
3256,6212,1320,6180
3259,5318,1761,5337
3262,2916,3078,1251
3266,3343,4636,3710
3271,4134,3831,4866
3286,5696,2548,3153
3290,2057,2322,2948
3291,3752,5294,5831
3299,6363,6221,582
3301,2484,4859,5865
3308,721,4779,4832
3329,2318,2649,962
3335,4950,6095,6349
3341,2333,5225,3481
3342,1106,1652,617
3348,303,6363,6188
3350,4553,5288,6222
3352,467,3521,2395
3354,3589,3615,5755
3355,3297,1961,4779
3360,1176,1746,1113
3364,5404,3008,2994
3369,790,3727,6305
3376,4492,2019,1615
3381,5006,2222,1376
3390,3768,998,6178
3398,1556,5182,1186
3417,1797,816,2099
3418,3496,1263,932
3421,863,1138,5792
3422,4122,5556,4940
3423,5240,3693,1952
3424,2291,4814,2352
3429,4063,2596,6178
3434,781,6187,5210
3437,4347,4148,1758
3438,1385,3491,2254
3439,2993,5070,5750
3447,3448,3773,2993
3452,2725,1630,1679
3454,1801,3385,1366
3455,3110,1763,6160
3461,3239,420,5004
3465,2980,1216,1157
3467,837,5807,5680
3471,2776,1963,2228
3473,6067,2652,5006
3483,1001,3964,868
3487,1334,1098,4881
3503,1854,1084,2794
3509,4242,224,3029
3516,2993,1521,4882
3518,1587,54,4220
3519,2130,1856,5249
3523,4306,4852,5244
3524,3943,852,6203
3525,2883,6180,45
3526,2381,1965,5088
3527,3592,2214,586
3528,4894,3966,2956
3529,2880,2621,2478
3536,1164,2956,238
3537,5038,3775,4841
3540,6212,2129,4724
3555,4651,855,1169
3563,1501,5438,4396
3575,1000,3303,4814
3577,4231,2780,1053
3582,5145,390,4820
3605,55,1018,5109
3608,3535,1242,4705
3609,1843,2582,5734
3610,1785,1351,2778
3617,2986,4861,5297
3624,2595,17,3006
3626,4464,1863,6135
3637,5074,2471,2393
3644,4938,2631,4820
3646,2596,1222,3203
3649,3961,3372,3175
3653,3327,5210,220
3658,3900,802,1091
3668,1502,4084,4872
3670,5406,923,960
3674,3504,3097,1719
3676,6320,5021,3651
3679,4607,6272,3270
3692,5060,2338,2413
3701,3470,5830,4803
3703,1502,4209,5515
3707,6075,1677,2322
3718,3584,2984,4824
3736,5461,7,1463
3737,3120,4973,4739
3739,5174,2641,3100
3741,5336,2288,4807
3744,1978,1847,3851
3746,3562,5493,1908
3749,3237,961,1613
3751,4885,6265,5699
3758,3403,4872,4820
3759,1149,4427,3097
3765,4861,3498,4824
3770,792,821,3972
3776,2111,5884,891
3780,2224,2734,3186
3781,3139,6238,151
3783,775,5725,3827
3787,4549,3170,526
3792,4850,3620,220
3805,3831,5646,1302
3807,348,6169,5920
3813,5332,1717,3232
3814,2478,5582,1006
3815,3515,3714,518
3821,160,784,973
3828,2627,1639,5493
3829,5648,2956,2278
3839,1197,2285,6287
3840,3939,4859,3677
3845,787,4132,5809
3846,3531,5769,177
3856,5767,1681,1174
3857,816,2269,3140
3858,3482,3705,4646
3864,4813,3786,2540
3867,828,882,1812
3870,3772,4364,6204
3872,5582,5081,466
3883,101,918,5686
3888,226,2192,3827
3890,3324,4783,3494
3901,366,3162,6033
3902,384,1756,6367
3903,2088,3727,3036
3906,2278,1888,2341
3910,240,1500,3693
3914,2241,2233,1746
3918,2859,3784,5548
3925,4667,1150,5450
3935,3008,2263,1166
3946,2650,748,2845
3958,4177,1169,3694
3965,1264,725,4819
3971,1976,2597,6041
3975,4456,5090,3699
3976,868,5769,5081
3978,2480,1004,5960
3980,3647,784,4168
3982,6227,368,4852
3983,5657,3239,802
3988,3104,5780,4670
3993,793,1831,1329
3995,3779,5679,6312
3996,810,5740,2352
3998,4972,6169,5082
4004,328,4883,2289
4008,5182,3657,249
4009,4953,784,2645
4012,6296,3263,38
4016,2323,3964,1827
4018,2083,4743,1320
4020,109,2109,2816
4023,2117,3904,5162
4025,4807,6204,1282
4027,3026,4937,1840
4033,6190,1936,6295
4041,781,3151,6088
4043,2241,1467,4183
4045,4214,5385,4136
4049,2497,1973,4729
4056,5480,4899,4804
4057,3949,5741,4774
4065,1764,5435,6082
4066,5410,4319,4035
4069,404,651,4531
4080,852,3544,5635
4083,5677,1938,4559
4087,6351,5196,6373
4094,285,2199,5121
4098,5680,1640,4882
4103,2214,1823,676
4114,1049,5620,3263
4117,2933,1046,5924
4118,3832,5267,270
4123,2604,4813,3062
4126,4733,2310,4984
4140,5063,5039,1068
4145,5172,4800,5637
4150,3211,6272,4591
4155,1770,1823,1561
4160,4372,1170,2722
4164,1471,3484,299
4166,1212,4881,4780
4179,4190,5134,1842
4192,3059,5444,815
4193,228,5295,1023
4197,238,4171,66
4206,5316,3179,4993
4208,4367,816,4841
4217,960,1679,833
4219,4035,1930,3742
4221,1831,3602,203
4232,3451,722,6265
4236,6239,3627,2751
4246,5134,5010,153
4250,450,3494,2383
4253,2196,6248,3712
4260,2552,833,6000
4263,4651,1218,51
4280,3026,746,1956
4286,2923,5718,2829
4295,1943,1614,3672
4296,5064,947,5730
4299,3968,802,1452
4301,3082,5626,6088
4303,5405,5547,6342
4329,1950,4516,4980
4340,2209,6187,3647
4352,3900,2031,4707
4355,242,5373,4108
4356,4859,5130,3970
4357,3581,3685,1894
4360,2338,6367,5626
4366,4336,6132,3849
4369,3008,3549,3659
4375,4331,5360,1263
4390,2936,1173,2669
4391,3122,1790,3324
4392,851,3860,3662
4403,3036,6187,5691
4404,3788,3248,5814
4406,852,5433,2107
4418,1253,5372,1880
4419,6212,514,5502
4421,2326,1545,1000
4440,4255,227,5665
4444,1109,391,2604
4452,3297,4224,3129
4453,5043,2986,4671
4455,636,1169,3283
4462,6321,519,222
4463,3014,2362,5518
4470,3987,6353,3126
4471,6239,5541,6186
4477,3530,160,3357
4478,3466,4933,5044
4488,1075,2893,863
4508,1899,93,3212
4510,6185,2588,4448
4511,5779,1764,1143
4512,3534,484,342
4513,359,388,4803
4524,3158,3920,4635
4527,4967,4850,1060
4528,821,4850,203
4538,1942,5009,3280
4541,6282,2348,4871
4544,4161,1764,6141
4545,4860,2039,3232
4547,342,135,4860
4550,608,5440,2956
4556,1673,1157,1797
4557,1962,3789,4877
4558,6247,3126,5812
4572,1954,6190,2740
4577,2370,2123,1010
4583,1183,3450,1830
4590,3388,3842,4073
4598,378,2310,2936
4600,1933,5341,3727
4601,1492,671,250
4602,5217,1432,6230
4605,2321,1216,4581
4612,1069,821,3531
4617,5407,500,1006
4621,5244,3287,1721
4624,5805,958,2986
4627,45,5115,2141
4633,4148,4441,6009
4638,792,1943,5334
4642,472,1279,6183
4648,855,4852,3581
4650,3702,6211,3257
4668,1018,3048,1484
4677,781,3167,5423
4679,6038,3175,2442
4681,4434,5214,595
4687,4578,6072,3673
4689,3569,2993,4643
4695,810,4315,572
4696,6304,2016,3433
4698,221,5322,5003
4699,3363,2647,2699
4704,6082,5057,4725
4716,1492,5563,5606
4722,1066,308,2099
4723,532,3048,3428
4745,4800,1606,28
4746,6033,855,5497
4750,1175,2893,4822
4756,6288,3448,6203
4785,4799,6211,3006
4786,5548,2326,1744
4788,3583,1038,3712
4790,3283,6312,1264
4793,6089,3413,4843
4797,4803,1235,4005
4798,658,1105,1930
4812,6088,2135,2179
4828,784,2559,2986
4834,4595,6364,5787
4836,5128,5626,4813
4840,312,4268,2855
4842,5069,5959,3030
4846,2319,5170,3363
4853,6298,3755,6003
4854,2652,174,3177
4862,4871,2362,2857
4863,1238,995,1053
4864,2111,1887,3612
4865,2291,4774,1781
4868,3347,1302,4331
4870,4807,5284,4900
4887,5980,5375,828
4888,2984,5428,6293
4892,2783,1019,4792
4896,1863,3139,310
4897,548,5854,3079
4902,815,4177,39
4904,49,2373,3842
4905,1108,5083,5376
4911,4725,4003,855
4923,5904,1693,3947
4929,882,4872,6132
4943,1217,1147,3640
4944,2209,2472,2146
4948,1542,3311,1112
4952,578,2252,41
4961,5621,5423,2224
4969,4841,3026,718
4974,4963,828,3392
4977,3135,1032,6204
4981,413,3989,1478
4983,5633,4402,4191
4988,5454,5660,2863
4990,4783,1038,1348
4996,6179,2113,2829
4998,3662,2930,1216
5022,5332,4900,1954
5026,6082,3404,5328
5028,111,4872,6180
5042,4878,2231,4190
5045,5327,2984,3784
5065,239,947,2388
5086,1434,6346,1006
5089,4866,5353,3140
5095,4729,2719,5466
5096,863,3436,4941
5098,2459,4827,2987
5100,2898,2263,775
5101,3891,5327,5354
5108,3274,770,6160
5112,2093,2165,6067
5118,632,5087,6188
5137,2952,5787,2980
5146,893,3289,1909
5178,3237,2237,258
5179,3289,4625,3841
5186,4772,5297,6019
5189,3391,5380,348
5192,2993,2020,212
5193,3305,3006,5725
5200,2486,3651,2721
5201,3566,2143,5168
5205,4450,4792,5453
5209,5087,769,3481
5212,4509,3499,5162
5221,6088,916,5633
5236,5675,6356,4778
5238,1418,5670,715
5241,6003,5441,4659
5243,4824,2155,6203
5248,3474,2032,3358
5252,2376,1172,212
5260,353,4464,3688
5262,460,449,6183
5263,246,2943,2205
5266,3029,2765,2139
5268,419,2395,1946
5269,1288,3877,5626
5283,84,6203,4603
5292,5849,4861,401
5298,6261,0,3409
5300,2819,4781,4822
5306,769,56,3779
5308,3989,2202,5286
5309,4292,3036,1160
5310,2569,1008,1511
5311,3242,4881,1954
5312,5554,5337,5558
5314,5020,4819,5486
5319,1405,833,1586
5323,2022,4824,3190
5333,637,2051,5959
5346,548,1257,3550
5347,3036,2203,1864
5351,4646,4877,1110
5366,39,15,3631
5379,3568,2049,2016
5382,4604,6223,2317
5394,5271,1994,4872
5398,1194,2866,6185
5399,6319,2768,3373
5401,792,3274,3287
5403,2477,4781,6204
5422,5034,4839,4317
5427,6211,5361,5742
5429,3363,4304,2924
5434,1176,4861,5389
5437,784,6115,42
5448,3788,6179,1566
5458,2513,5924,2924
5470,3186,1057,2699
5471,3682,1048,851
5472,2335,2496,5708
5478,4820,5117,1587
5479,6187,3139,5624
5481,4883,370,4314
5482,6341,5474,5611
5487,1700,1126,2151
5492,2289,2106,4860
5498,3097,239,144
5509,2335,6204,3211
5512,6074,5908,936
5516,5349,2411,1615
5524,5227,3979,4491
5525,2513,790,5320
5528,4935,5007,1204
5532,241,6228,3508
5534,868,1778,5585
5544,5196,6105,53
5546,3921,2523,5513
5552,5341,2665,6176
5568,3260,1591,5628
5569,4672,4824,4688
5570,2267,1121,242
5571,3054,1997,4804
5588,3786,6211,5537
5590,328,3743,2346
5591,5682,5070,868
5592,5324,756,4767
5593,6349,1026,2604
5595,2411,1642,1140
5597,5246,2939,1335
5598,1882,5882,3915
5599,5659,3100,527
5616,3732,621,4824
5617,6167,2571,6286
5618,3097,2242,4485
5632,6038,4321,6046
5638,2230,5320,102
5640,3239,5293,1178
5644,5324,359,3391
5645,1404,4531,3029
5651,5891,5706,821
5667,3556,1288,42
5672,851,3416,2980
5674,5280,350,5717
5683,3442,258,4941
5688,1548,3338,4711
5700,4733,5631,4804
5701,5326,79,307
5704,983,1880,3288
5715,6305,5041,5367
5719,1797,5163,1326
5724,528,5296,6178
5727,5452,5761,821
5731,3981,2700,1405
5735,3738,5771,194
5746,3236,602,1215
5749,4731,5929,2821
5751,1972,3654,4364
5759,2175,407,5856
5777,5414,1586,5246
5784,5474,733,3974
5786,1218,4881,4504
5797,5549,5620,1976
5798,4334,837,5743
5799,1035,6009,1959
5808,6129,951,565
5813,2533,3912,3831
5816,1676,5710,2315
5829,5359,2679,3036
5840,3431,1942,3401
5844,5441,3127,3006
5846,46,5450,3494
5855,182,4910,5231
5857,5497,5203,2676
5871,6272,6030,2363
5873,641,4120,259
5876,1140,996,5057
5881,1315,4841,4184
5885,4210,3607,5474
5890,1283,5349,3504
5897,3100,2234,5621
5898,6272,4243,63
5902,5349,2442,227
5905,6176,6371,1928
5906,2232,1862,3177
5907,133,1713,3380
5919,833,3742,3704
5925,2117,585,5150
5928,4248,6187,1078
5931,1442,1211,5066
5932,187,3377,1744
5940,2496,784,2214
5943,101,6187,5530
5946,6337,4378,3030
5948,4276,5280,4762
5949,3163,6203,3994
5962,1761,2986,5049
5966,122,4492,2987
5968,4697,6308,2001
5969,3784,2170,6169
5970,3428,5460,2931
5971,685,6244,1279
5975,3694,4877,3410
5986,4799,3549,265
5987,1856,1694,2707
5990,5011,3293,1614
5993,2075,1150,5809
5994,2176,1030,3564
5998,3942,2186,600
5999,2721,3635,143
6002,66,2911,2166
6004,5755,3838,1467
6011,2262,5785,4533
6013,6169,1066,6331
6029,6227,4761,5185
6032,2291,5344,2987
6035,868,3410,3847
6048,1618,3671,43
6052,3206,3162,4985
6055,1309,5047,4741
6057,2088,3823,4906
6060,6320,1097,5235
6062,5722,3871,4882
6066,4960,5113,1894
6071,2652,6221,1050
6081,868,2448,1037
6084,189,901,1168
6086,6369,5216,3704
6092,5649,2452,2360
6093,2052,4878,4803
6099,5414,1294,5076
6100,2060,5156,1094
6110,3426,5166,3314
6113,2240,6341,3014
6116,5407,683,3480
6137,6355,906,5455
6139,4464,1984,2098
6140,3743,3173,6097
6142,1145,3373,3450
6143,3055,4986,403
6150,2831,5199,602
6155,5373,152,5163
