,0,1,2
1678,268129,20639844,992019
1681,267306,1688099,7358775
1682,20639844,309424,483379
1685,408820,4991084,410890
1687,3451935,922779,5059224
1689,1688099,410890,3409608
1693,507391,5571519,5304919
1694,1688099,1802915,3451935
1697,20639844,309424,5571519
1701,660609,338586,462566
1702,6089399,4991084,5304919
1705,3451935,408820,26458
1709,408820,5571519,35785
1714,35785,326390,309424
1716,5059224,4991084,992019
1717,410890,408820,309424
1718,9503477,20639844,309424
1720,309424,4991084,483379
1722,309424,326390,483379
1726,309424,992019,5059224
1727,4991084,1802915,3409608
1730,3451935,408820,3451935
1731,3409608,408820,507391
1733,309424,7358775,992019
1734,309424,3451935,1109307
1735,3451935,6457003,20639844
1740,4644625,4991084,1229273
1741,20639844,326390,309424
1744,326390,26458,7358775
1748,7358775,4991084,6457003
1749,309424,7358775,309424
1750,483379,309424,5059224
1754,326390,408820,992019
1756,410890,333690,483379
1759,3451935,20639844,483379
1761,326390,7358775,3451935
1764,1688099,1229273,5571519
1766,483379,35785,483379
1768,483379,6457003,1802915
1770,7358775,410890,326390
1774,354837,5571519,5059224
1775,326390,309424,309424
1777,408820,7358775,410890
1779,410890,410890,1229273
1781,6457003,4991084,2356137
1782,3451935,26458,3451935
1785,49226,354837,3451935
1791,268129,7358775,5571519
1792,326390,5828625,4991084
1794,5571519,309424,4991084
1797,992019,3451935,992019
1799,3409608,9887454,483379
1802,7358775,7873197,338586
1811,7250741,395401,408820
1813,7358775,309424,5059224
1822,309424,408820,5905334
1858,483379,1109307,6457003
1863,26458,6089399,1688099
1872,410890,20639844,3409608
1882,3232842,5620985,20639844
1885,2476239,410890,1688099
1889,309424,2129375,483379
1891,410890,6089399,1229273
1896,49226,20639844,5536458
1898,7358775,408820,3451935
1899,408820,5571519,1802915
1907,483379,5620985,483379
1912,1109307,20639844,462566
1916,309424,309424,49226
1921,20639844,49226,268129
1923,4097567,5571519,6457003
1930,309424,326390,1522143
1931,6089399,268129,483379
1944,4991084,268129,5802639
1946,3775694,410890,408820
1951,309424,7358775,20639844
1963,5059224,309424,354837
1965,9887454,5059224,5059224
1967,410890,410890,20639844
2020,3232842,7358775,483379
2030,992019,5059224,12094564
2040,483379,7358775,9503477
2053,7358775,660609,408820
2072,1802915,7358775,3451935
2077,4991084,408820,6457003
2125,3451935,327513,3451935
2138,507391,5059224,1229273
2140,309424,483379,309424
2159,408820,309424,20639844
2250,20639844,3451935,268129
2289,410890,5304919,309424
2292,7358775,5059224,309424
2406,3451935,3409608,507391
2407,992019,5059224,7358775
2421,922779,268129,309424
2491,5415111,9503477,7358775
2531,628416,483379,49226
2948,408820,7250741,6457003
