,0,1,2
1311,DM-4898,DM-6241,DM-3872
1328,DM-5620,DM-6448,DM-6430
1337,DM-214,DM-1123,MDL-39957
1338,DM-3757,DM-2881,XD-2022
1339,STUDIO-3061,DM-1711,DM-1767
1346,MULE-8278,DM-1711,DM-1968
1347,DM-5194,DM-6196,XD-2062
1350,DM-1704,TDQ-4959,DM-3506
1355,DM-1708,DM-6225,MDL-46864
1362,TESB-2500,DURACLOUD-181,DM-5113
1366,DM-3870,DM-368,DM-4588
1371,MDL-41287,DM-3559,DM-5917
1383,XD-2062,DM-3614,DM-214
1393,DM-2042,STUDIO-4471,DM-5033
1398,DM-1988,DM-5949,TDQ-4926
1402,DM-1907,DM-5033,DM-5171
1405,MESOS-4535,DM-6107,DM-4809
1412,DM-6245,DM-1704,DM-5033
1418,DM-2765,DM-5746,TIMOB-8831
1427,DM-6370,XD-1084,DM-3751
1429,DM-5620,MDL-34496,DM-5401
1432,TIMOB-19263,DM-5858,DM-4679
1433,DM-1627,DM-1968,DM-3622
1441,DM-3628,DM-3757,DM-5455
1443,DM-5415,DM-5620,DM-4120
1448,DM-6697,DM-3787,DM-5415
1450,DM-5110,MULE-7684,DM-1122
1453,DM-4701,DM-5420,DM-3753
1456,MDL-41187,DM-2207,MDL-46111
1457,DM-85,TIMOB-8840,MDL-33057
1470,DM-5691,DM-6448,DM-1269
1474,DM-1061,TIMOB-12230,TISTUD-2626
1475,DM-1708,DM-3751,DM-1030
1483,DM-2207,DM-1708,DM-2207
1488,DM-3921,DM-2813,DM-5415
1489,DM-3751,DM-4401,DM-6348
1493,DM-2250,DM-5422,DM-1037
1498,DM-2042,DM-3923,DM-1648
1503,DM-1977,DM-3003,DM-3216
1504,TISTUD-2057,DM-2248,DM-3751
1510,TIMOB-8809,DM-5556,DM-3875
1512,TIMOB-19073,DM-4840,TIMOB-9840
1522,DM-5620,DM-6816,TISTUD-499
1527,DM-2248,DM-1122,TISTUD-6534
1530,DM-6394,DM-5691,DM-3876
1534,DM-5422,DM-1705,DM-5620
1535,DM-5420,DM-3858,DM-2069
1554,DM-5962,DM-6168,TDQ-6303
1572,DM-1988,MDL-41276,DM-2125
1574,APSTUD-3650,XD-2022,DM-1988
1580,TISTUD-5642,DM-6394,TDQ-10251
1584,XD-1796,DM-2071,DM-5949
1595,DM-3908,MDL-37145,DM-2603
1598,TIMOB-20064,DM-3263,DM-3908
1599,DM-5422,DM-2119,DM-4425
1603,DM-3757,DM-1988,MDL-41187
1604,DM-5415,DM-2881,DM-1588
1606,DM-5622,DM-2265,DM-7060
1608,DM-2207,DM-1046,DM-6629
1611,DM-1977,DM-3425,DM-2072
1624,DM-5398,DM-3787,DM-5691
1632,DM-1708,DM-2025,TISTUD-4510
1635,DM-1273,DM-3822,DM-2070
1640,DM-2048,DM-1061,DM-1711
1642,DM-3645,TIMOB-20580,DM-1704
1644,DM-6404,DM-5929,DM-4401
1662,DM-6384,DM-3448,DM-5395
1668,DM-5008,DM-1703,DM-2881
1675,DM-3427,DM-1155,DM-3878
1680,DM-2113,DM-1061,MDL-47006
1684,DM-5505,DM-3871,DM-5691
1692,DM-6417,DM-3908,DM-5422
1698,DM-6404,DM-3757,STUDIO-4356
1703,DM-2558,DM-5468,DM-1708
1704,TIMOB-9840,MULE-8236,DM-3787
1710,DM-2881,TIMOB-18066,STUDIO-4356
1712,DM-3921,CLOV-1419,DM-6394
1713,DM-5455,DM-1273,DM-5612
1719,DM-3581,DM-1149,MULE-7818
1722,DM-1061,DM-5420,DM-214
1729,TISTUD-2163,MDL-42891,DM-3543
1730,APSTUD-7423,DM-2181,MESOS-3720
1731,DM-3757,DM-6159,DM-3172
1732,TISTUD-1827,TISTUD-1825,DM-6454
1738,DM-6204,DM-3870,DM-211
1743,DM-1120,DM-2254,DM-3858
1747,DM-6404,DM-2116,DM-1711
1748,DM-5422,DM-5171,DM-1847
1749,DM-2881,DM-5612,DM-3882
1765,DM-2065,DM-1030,DM-2125
1768,TISTUD-1032,DM-3751,DM-5422
1788,DM-5033,TIMOB-18215,BAM-9358
1796,DM-3588,DM-6113,DM-4999
1805,DM-2207,MESOS-4834,DM-2881
1807,DM-1061,MDL-41187,DM-2207
1808,DM-2881,DM-1033,DM-4272
1812,DM-6838,DM-2042,DURACLOUD-133
1815,MESOS-2753,DM-2265,DM-4306
1818,MDL-41187,DM-2072,XD-1146
1822,DM-1769,DM-1347,DM-4294
1827,DM-3788,DM-6407,XD-2095
1847,DM-1155,DM-3751,DM-70
1862,DM-5612,DM-2116,DM-1046
1870,DM-5420,DM-6107,DM-1269
1873,DM-1229,DM-5742,DM-6461
1880,DM-3548,DM-5033,DM-5692
1889,DM-3135,DM-3643,DM-3908
1891,DM-5346,DM-3751,DM-2042
1901,DM-5612,DM-2048,DM-6196
1911,DM-1030,DM-3757,DM-5612
1923,DM-5929,DM-5612,DM-2533
1929,DM-3822,DM-1711,DM-5300
1940,DM-6196,MDL-47045,DM-1260
1943,DM-1114,TIMOB-19693,DM-3559
1962,DM-4357,DM-1030,XD-237
1968,DM-5929,DM-5612,DM-6165
1978,DM-5508,DM-4121,DM-5422
1981,DM-4486,MDL-51862,DM-5622
2003,DM-2207,DM-5994,DM-2117
2004,DM-2048,DM-1997,DM-5054
2008,TIMOB-9037,DM-3581,DM-1871
2012,DM-3871,DM-3005,DM-3908
2020,TIMOB-8832,DM-6454,TIMOB-8306
2026,DM-5841,DM-2250,DM-7053
2028,DM-3628,TIMOB-18249,DM-5415
2034,TISTUD-3486,DM-3216,DM-1711
2041,DM-2881,DM-3833,DM-5742
2043,DM-6417,DM-5033,DM-2181
2053,DM-4809,DM-5420,DM-5612
2055,DM-3871,MDL-38903,DM-4268
2061,DM-6697,DM-6417,DM-3622
2074,DURACLOUD-351,DM-5300,DM-3874
2075,XD-843,DM-3583,DM-4401
2084,DM-3134,TIMOB-18834,TISTUD-5690
2085,TIMOB-19297,DM-2119,DM-1988
2090,DM-5033,DM-3543,DM-1030
2109,DM-2119,DM-1704,DM-4401
2111,DM-1858,DM-5858,DM-5300
2112,DM-5422,DM-5452,DM-1061
2115,DM-4401,DM-3921,TISTUD-1116
2119,DM-1588,DM-1061,DM-1114
2127,DM-5519,DM-1313,DM-5033
2133,DM-5622,DM-5300,DM-5426
2136,DM-5422,DM-5339,DM-2207
2140,DM-1988,DM-1155,DM-1046
2141,DM-6394,DM-6394,XD-3377
2145,TIMOB-23338,DM-3751,MDL-40042
2150,DM-3859,DM-1711,DM-5468
2152,DM-6377,XD-2492,DM-1377
2153,DM-5300,DM-3548,DM-2881
2168,STUDIO-4922,DM-4809,DM-2300
2171,DM-4898,XD-2062,MDL-46604
2173,DM-6404,DM-1061,DM-5420
2174,DM-5110,TIMOB-8843,DM-1061
2177,DM-1260,DM-5033,DM-6196
2182,DM-5620,DM-5519,DM-2250
2188,DM-1711,XD-1639,DM-4401
2189,DM-3822,XD-2062,DM-2071
2195,DM-3216,DM-5422,DM-2603
2199,DM-2065,DM-1061,TDQ-4926
2201,DM-2881,DM-5415,DM-3942
2202,DM-1277,DM-3857,DM-3751
2208,DM-5346,DM-2070,DM-5116
2213,DM-1149,XD-2029,DM-5127
2214,DM-5972,DM-2881,DM-3760
2221,DM-5519,DM-5612,DM-3876
2222,DM-5415,DM-5422,DM-4513
2229,DM-6448,DM-1170,DM-2250
2232,TISTUD-886,DM-5908,DM-5455
2235,DM-1977,TDQ-4977,DM-1132
2237,DM-5612,XD-2062,DM-6069
2238,DM-1269,DM-2111,DM-2396
2245,TDQ-4926,DM-5415,DM-2881
2247,DM-1988,DM-4809,TISTUD-4310
2250,DM-3833,DM-2048,DM-1988
2252,DM-3595,DM-1269,DM-5612
2254,DM-5118,XD-3154,BAM-3806
2255,DM-5113,DM-2572,DM-5422
2265,DM-2830,DM-2125,MDL-41287
2266,DM-1037,DM-2207,DM-5858
2267,DM-3921,TISTUD-787,DM-2881
2270,DM-2207,DM-1766,DM-4337
2277,DM-5422,DM-4486,DM-3923
2290,DM-4272,DM-3751,DM-3858
2299,DM-4379,DM-2881,DM-5958
2300,DM-5858,DM-1704,APSTUD-4975
2301,DM-6196,MESOS-5562,DM-4357
2305,DM-5612,DM-1708,DM-4337
2308,DM-2049,DM-4864,DM-4294
2312,DM-5949,DM-5620,DM-4809
2315,MDL-47022,DM-4337,DM-2813
2319,DM-3908,DM-1035,DM-4809
2323,TIMOB-18834,DM-2932,TIMOB-9788
2325,DM-3751,DM-2808,DM-3882
2332,DM-5556,XD-1146,DM-2042
2334,DM-4337,DM-2207,MDL-46609
2342,DM-2807,DM-3757,DM-1708
2346,DM-1121,DM-1030,DM-5262
2350,DM-1030,DM-4426,DM-1158
2351,DM-6196,DM-3757,DM-1377
2359,DM-1708,TIMOB-9142,DM-1061
2361,DM-1708,DM-1036,DM-2042
2375,DM-3875,DM-5114,DM-6411
2380,DM-1051,DM-5110,DM-2181
2381,DM-5622,DM-3005,DM-6196
2386,DM-3785,TIMOB-17948,DM-4436
2388,DM-3788,DM-2119,DM-3757
2392,DM-4451,DM-5420,DM-6196
2393,TISTUD-4217,DM-3908,DM-2603
2403,STUDIO-4762,DM-2065,DM-2048
2404,DM-3872,DM-3875,DM-2207
2405,DM-214,STUDIO-2979,DM-1030
2408,DM-3626,DM-1046,DM-6196
2412,DM-3591,DM-1711,DM-5398
2420,DM-1708,DM-5623,DM-2088
2425,DM-4337,DM-5262,DM-1149
2444,DM-1708,DM-2084,MDL-45862
2447,DM-2765,DM-1529,DM-4628
2450,DM-2025,DM-5422,DM-3751
2457,DM-3604,DM-6448,DM-3858
2458,DM-2181,XD-3726,DM-2119
2467,DM-3787,DM-584,DM-1708
2476,DM-1977,DM-2117,DM-5556
2480,DM-3552,TIMOB-9788,DM-5620
2483,DM-1988,DM-5620,DM-3751
2485,DM-5420,DM-3751,DM-3817
2497,DM-5080,DM-5505,DM-2181
2498,DM-5033,DM-2932,DM-6394
2501,DM-2213,DM-2217,DM-5913
2503,DM-3923,TIMOB-17924,DM-3822
2505,DM-3757,DM-3787,DM-3870
2508,DM-5033,DM-6425,DM-1035
2512,TDQ-4189,DM-1711,TIMOB-10299
2516,DM-1708,DM-4474,DM-3586
2518,DM-2830,DM-5622,DM-5620
2519,DM-3757,DM-2111,DM-2603
2527,DM-2853,DM-4121,MDL-45594
2528,TIMOB-12226,DM-5422,TIMOB-11093
2533,DM-2119,DM-3833,DM-5929
2534,DM-4558,DM-2042,DM-4426
2545,DM-2207,DM-2882,DURACLOUD-742
2546,DM-5426,DM-1337,DM-1876
2554,TIMOB-23435,MULE-8421,DM-736
2559,DM-2207,DM-3751,DM-3751
2561,MDL-41187,DM-2119,DM-4566
2564,DM-1711,DM-2207,STUDIO-6864
2571,DM-5300,DM-2882,DM-2353
2579,DM-6454,DM-1988,DM-2042
2583,XD-1497,DM-1711,TIMOB-12230
2595,DM-3822,XD-1159,DM-2396
2602,DM-5858,DM-2207,DM-6448
2604,DM-3958,DM-1708,DM-2478
2608,DM-1337,STUDIO-5015,DM-4401
2616,DM-5742,DM-1061,DM-3548
2617,DM-5510,DM-6849,DM-3448
2619,DM-1708,DM-5612,DM-5799
2621,TIMOB-10877,DM-1123,TESB-9345
2622,TIMOB-12223,DM-6394,DM-2119
2635,MESOS-5413,TIMOB-19151,STUDIO-5602
2638,DM-1136,DM-3822,XD-1375
2641,DM-2300,DM-5929,DM-6407
2644,DM-3492,DM-5455,DM-1249
2645,DM-3215,DM-4093,DM-5422
2647,DM-1708,TDQ-4189,DM-2048
2676,DM-1262,DM-5623,DM-1226
2683,CLOV-1129,DM-4138,DM-3134
2687,DM-1238,DM-3909,DM-6202
2694,DM-3908,TIMOB-8564,DM-6394
2698,MDL-44224,DM-5420,DM-6196
2702,DM-2003,DM-2042,DM-1170
2707,DM-2217,DM-3757,TISTUD-1226
2710,DM-3760,DM-5556,DM-2051
2712,DM-5623,DM-4809,DM-6448
2714,DM-1977,DM-2065,DM-2072
2715,DM-1030,DM-1711,DM-6448
2724,DM-3873,DM-2103,DM-3581
2725,DM-1704,DM-1111,DM-6448
2727,DM-4809,DM-5300,DM-1711
2733,DM-1033,DM-1708,DM-3908
2734,DM-4451,DM-2207,MDL-39851
2740,DM-4791,DM-1811,DM-4426
2748,DM-6405,DM-2081,DM-1037
2751,DM-6225,DM-5346,DM-2265
2752,DM-5620,DM-5820,DM-6452
2754,DM-2117,DM-5556,TIMOB-10748
2766,DM-1988,DM-6196,DM-6500
2767,DM-3759,XD-2288,DM-3787
2772,DM-2181,DM-6196,DM-3787
2781,DM-6107,DM-5422,DM-545
2789,MDL-40230,TISTUD-2301,TISTUD-5873
2790,DM-1030,DM-3559,DM-3882
2796,DM-4558,DM-6394,DM-1767
2797,DM-6196,DM-4121,DM-4401
2799,DM-6069,DM-2881,DM-2072
2806,DM-3751,DM-3855,TIMOB-8832
2812,DM-2036,DM-1711,DM-1704
2826,DM-1998,BAM-11132,DM-3756
2830,DM-6394,DM-1711,DM-602
2842,DM-1627,DM-4809,DM-2042
2848,DM-658,DM-2396,DM-3871
2851,DM-1711,DM-1711,DM-5958
2858,DM-3908,TIMOB-8832,DM-3425
2859,DM-1988,DM-5612,DM-6196
2862,TIMOB-9605,XD-2062,DM-4809
2864,DM-5556,DM-5612,APSTUD-5655
2876,DM-3864,DM-1871,DM-1526
2878,DM-5117,DM-1726,DM-6242
2879,DM-6242,DM-3216,DM-5117
2884,DM-4337,DM-1996,DM-5033
2885,DM-5033,DM-4401,DM-4761
2893,DM-3751,MDL-45721,DM-6189
2898,DM-5033,STUDIO-6219,DM-1061
2900,DM-2042,DM-1269,DM-1149
2904,TDQ-4935,DM-5929,DM-4689
2905,XD-1781,DM-2881,DM-5742
2910,TISTUD-787,DM-3908,DM-3215
2915,DM-3757,DM-5171,DM-4809
2923,XD-3621,DM-5346,TESB-5434
2927,DM-5033,DM-5508,DM-2119
2929,DM-2207,DM-2119,XD-981
2930,DM-1711,TIMOB-18834,TIMOB-12238
2937,DM-1711,DM-1711,DM-6629
2943,DM-2084,DM-3876,DM-1061
2946,DM-5415,STUDIO-4484,DM-5113
2947,DM-4261,APSTUD-4328,DM-5033
2950,DM-5858,XD-376,DM-6454
2981,DM-5908,DM-1337,DM-2218
2988,MDL-45862,DM-2881,DM-5510
2992,MESOS-2108,TIMOB-11093,USERGRID-103
2998,DM-4268,TIMOB-8564,DM-6454
3000,DM-5620,MDL-43857,DM-5556
3001,DM-3751,DM-2042,DM-2042
3002,DM-5994,DM-4451,DM-2881
3014,DM-1030,DM-4809,DM-3753
3015,DM-2813,DM-3757,TIMOB-8840
3018,DM-1711,XD-2624,TESB-1050
3023,DM-5620,DM-1158,DM-3822
3027,DM-5612,DM-3751,DM-1871
3031,TDQ-9908,XD-1076,DM-2250
3035,DM-6394,DM-4435,DM-5422
3043,DM-5510,DM-3855,DM-3647
3045,TISTUD-1032,DM-3859,TIMOB-18770
3047,APSTUD-8293,DM-85,DM-5113
3050,TIMOB-9037,DM-5008,DM-5556
3053,DM-6418,XD-335,DM-3921
3062,DM-1704,DM-4337,DM-5612
3068,DM-2042,DM-1260,DM-3757
3070,DM-4761,DM-5949,DM-6196
3073,TISTUD-3153,DM-1149,DM-1907
3077,DM-1061,DM-5742,DM-1968
3096,DM-1260,DM-1030,DM-3876
3100,DM-1162,TIMOB-8840,DM-6196
3102,DM-3425,DM-5300,DM-5155
3106,DM-5114,XD-191,XD-1076
3108,DM-2119,DM-4357,DM-5620
3111,DM-2065,STUDIO-4356,DM-2207
3113,XD-175,DM-2119,DM-2042
3115,DM-2881,DM-3908,DM-3909
3122,DM-2396,DM-5556,DM-4337
3125,APSTUD-4285,DM-4898,MULE-7846
3128,DM-6196,DM-3908,DM-3923
3142,DM-1046,DM-3833,DM-3751
3147,DM-3876,DM-5300,DM-1031
3165,MDL-45938,DM-3751,DM-5418
3169,DM-3921,DM-1956,DM-3844
3171,DM-4337,XD-2022,MDL-47009
3172,DM-1031,DM-1988,APSTUD-7417
3184,DM-2071,DM-3548,DM-4761
3189,DM-6202,DM-5620,DM-3921
3193,DM-2048,DM-6404,DM-1697
3197,DM-214,DM-1711,DM-1033
3200,DM-6700,MULE-8514,DM-5114
3207,DM-3581,DM-6417,DM-1711
3208,BAM-3681,DM-4524,DM-6417
3209,DM-2265,DM-2065,DM-1061
3210,DM-5418,DM-5523,DM-3003
3211,TIMOB-19218,BAM-4088,DM-1988
3213,DM-5523,DM-4306,DM-3831
3222,DM-2048,DM-5398,DM-1588
3226,DM-5033,DM-5505,DM-3870
3230,DM-3757,DM-6405,DM-2230
3233,DURACLOUD-29,DM-4809,DM-3855
3246,TIMOB-12226,TIMOB-23117,MDL-13114
3254,MDL-41960,DM-214,DM-1061
3256,DM-2025,DM-4865,DM-1708
3261,TDQ-4929,TIMOB-20513,DM-2071
3263,DM-1988,DM-6196,DM-3908
3265,DM-4588,DM-5420,DM-5556
3268,DM-3448,DM-3559,DM-3921
3274,DM-3879,DM-3882,DM-1794
3277,DM-6165,DM-5929,DM-5008
3282,DM-4357,DM-3882,STUDIO-4356
3286,TIMOB-18279,DM-1350,DM-6394
3295,STUDIO-4356,DM-3751,DM-5422
3296,DM-6113,DM-3586,DM-4193
3302,DM-3759,TDQ-9957,DM-6646
3310,TESB-12239,DM-1977,DM-1030
3315,DM-1030,DM-5958,TIMOB-9604
3316,DM-5422,MDL-44512,DM-2071
3318,DM-1033,DM-5422,DM-3822
3328,DM-2813,DM-1030,DM-214
3334,DM-3908,TIMOB-12238,DM-2070
3341,DM-5620,DM-3554,DM-3871
3350,DM-6407,DM-1061,DM-5623
3351,DM-4267,MESOS-3252,DM-1155
3352,MDL-41187,DM-3822,TIMOB-10873
